Acronimo_t,Acronimo_t_1,Agente libre,Altura_t,Altura_t_1,Anio_t,Anio_t_1,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Edad_t,Edad_t_1,Equipo_t,Equipo_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,OPS_2_t,OPS_2_t_1,OPS_t,OPS_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_bateo_2_t,Porcentaje_bateo_2_t_1,Porcentaje_bateo_t,Porcentaje_bateo_t_1,Porcetnaje_juegos_2_t,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_t,Porcetnaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,RBI_2_t,RBI_2_t_1,RBI_t,RBI_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,Sueldo_t,Sueldo_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_base_t,ln_Sueldo_regular_t,ln_Sueldo_t
SD,SD,No,6.1,6.1,8,7,91809,148996,303,386,4900,6889,70,83,3,4,25,24,San Diego Padres,San Diego Padres,196,324,14,18,8464,14400,92,120,162,162,Austin Hedges,0.505521,0.438244,0.711,0.662,2,2,223,223,5,5,0.053361000000000006,0.046224999999999995,0.231,0.215,0.32262399999999997,0.549081,0.568,0.741,C,C,0.4074074074074074,0.4382716049382716,1369,3025,37,55,553100,537100,553100,537100,553100,537100,0.0,599.7601,0.0,24.49,149500000,8250000,66,71,1.8769000000000002,0.7921,1.37,0.89,0,0,13.22329409598277,13.22329409598277,13.22329409598277
NYY,NYY,No,6.1,6.1,8,7,58564,52441,242,229,3481,2500,59,50,2,3,29,28,New York Yankees,New York Yankees,100,4,10,2,6084,6400,78,80,162,162,Austin Romine,0.508369,0.3192249999999999,0.713,0.565,40,40,220,220,54,53,0.059536,0.047524,0.244,0.218,0.23232399999999997,0.244036,0.482,0.494,C,C,0.6172839506172839,0.5617283950617284,1764,441,42,21,1100000,805000,1100000,805000,1100000,805000,0.0,0.0,0.0,0.0,14000000,102500000,100,91,1.8496000000000004,0.7055999999999999,1.36,-0.84,27,27,13.9108207377686,13.9108207377686,13.9108207377686
SF,SF,No,6.2,6.2,8,7,39601,13689,199,117,2500,1089,50,33,2,3,25,24,San Francisco Giants,San Francisco Giants,1,9,1,3,5476,1156,74,34,162,162,Austin Slater,0.4096,0.5476,0.64,0.74,23,23,197,197,26,26,0.063001,0.07952399999999998,0.251,0.282,0.208849,0.04409999999999999,0.457,0.21,LF,OF,0.4506172839506173,0.3950617283950617,529,256,23,16,545000,535000,310580,359529,545000,535000,0.0,0.0,0.0,0.0,11500000,65250000,73,64,0.028900000000000006,0.0225,0.17,0.15,8,8,13.208541073645382,12.64619679612318,13.208541073645382
CHW,CHW,No,6.4,6.4,8,7,126736,268324,356,518,7056,29241,84,171,2,1,27,26,Chicago White Sox,Chicago White Sox,361,324,19,18,8649,18496,93,136,162,162,Avisail Garcia,0.516961,0.7832250000000001,0.719,0.885,6,6,250,250,9,9,0.055695999999999996,0.10890000000000001,0.236,0.33,0.32947599999999994,0.7055999999999999,0.574,0.84,RF,RF,0.382716049382716,0.4135802469135802,2401,6241,49,79,6700000,3000000,6700000,3000000,6700000,3000000,0.0,7686.0289,0.0,87.67,19750000,6000000,62,67,0.0961,20.702499999999997,0.31,4.55,3,3,15.717618084361195,15.717618084361195,15.717618084361195
CHC,CHC,Si,6.3,6.3,8,7,207025,189225,455,435,19321,10201,139,101,7,3,37,36,Chicago Cubs,Chicago Cubs,81,144,9,12,19600,16384,140,128,163,162,Ben Zobrist,0.6674889999999999,0.4802489999999999,0.817,0.693,17,17,210,210,20,19,0.093636,0.053824000000000004,0.306,0.232,0.737881,0.6241000000000001,0.859,0.79,2B,2B,0.5828220858895705,0.5679012345679012,3364,2500,58,50,16000000,16000000,16500000,16500000,16500000,16500000,2078.4481000000005,116.42409999999998,45.59,10.79,215545000,16000000,95,92,10.6929,0.2304,3.27,0.48,3,3,16.588099280204055,16.61887093887081,16.61887093887081
CIN,CIN,No,6.0,6.0,8,7,254016,338724,504,582,14161,20736,119,144,3,2,27,26,Cincinnati Reds,Cincinnati Reds,16,16,4,4,23409,19321,153,139,162,162,Billy Hamilton,0.391876,0.40195600000000004,0.626,0.634,10,10,160,160,15,15,0.055695999999999996,0.061009,0.236,0.247,0.8911359999999999,0.7361639999999999,0.944,0.858,CF,CF,0.4135802469135802,0.419753086419753,841,1444,29,38,4600000,2625000,4600000,2625000,4600000,2625000,483.5600999999999,2305.9204000000004,21.99,48.02,10250000,5300000,67,68,0.0841,0.9801,0.29,0.99,5,5,15.341566861459324,15.341566861459324,15.341566861459324
TB,TB,No,6.4,6.4,8,7,1,25,1,5,0,0,0,0,2,5,25,24,Tampa Bay Rays,Tampa Bay Rays,0,0,0,0,961,576,31,24,162,162,Blake Snell,0.44488900000000003,0.027889000000000004,0.667,0.167,1,1,225,225,4,4,0.0,0.0,0.0,0.0,0.036481,0.021903999999999996,0.191,0.148,SP,SP,0.5555555555555556,0.4938271604938271,0,0,0,0,558200,545000,558200,396074,558200,545000,9928.1296,3404.7225000000003,99.64,58.35,6500000,21700000,90,80,55.502500000000005,0.9603999999999999,7.45,0.98,0,0,13.232472600084359,13.232472600084359,13.232472600084359
BOS,BOS,No,6.1,6.1,8,7,36864,25,192,5,1936,1,44,1,3,1,26,25,Boston Red Sox,Boston Red Sox,9,0,3,0,6724,36,82,6,162,162,Blake Swihart,0.37576899999999996,0.395641,0.613,0.629,14,13,200,200,24,23,0.052441,0.04000000000000001,0.229,0.2,0.256036,0.0013689999999999998,0.506,0.037,LF,C,0.6666666666666666,0.5740740740740741,324,0,18,0,563500,535000,563500,90613,563500,535000,0.0,0.0,0.0,0.0,131000000,5500000,108,93,0.11560000000000002,0.0,-0.34,0.0,9,8,13.241922612461968,13.241922612461968,13.241922612461968
HOU,HOU,No,6.1,6.1,8,7,1,49,1,7,0,4,0,2,2,3,30,29,Houston Astros,Houston Astros,0,0,0,0,3721,1156,61,34,162,162,Brad Peacock,0.0,0.6464160000000001,0.0,0.804,2,2,210,210,12,11,0.0,0.08179599999999998,0.0,0.286,0.142129,0.04409999999999999,0.377,0.21,RP,SP,0.6358024691358025,0.6234567901234568,0,4,0,2,2440000,541500,2440000,541500,2440000,541500,1501.5625,7323.9364,38.75,85.58,23500000,82000000,103,101,0.5776,9.1809,0.76,3.03,1,1,14.707508597269385,14.707508597269385,14.707508597269385
SF,SF,No,6.4,6.4,8,7,159201,145924,399,382,10201,8464,101,92,2,3,30,29,San Francisco Giants,San Francisco Giants,196,324,14,18,12544,10816,112,104,162,162,Brandon Belt,0.571536,0.677329,0.756,0.823,23,23,235,235,26,26,0.064009,0.058080999999999994,0.253,0.241,0.47748099999999993,0.41216400000000003,0.691,0.642,1B,1B,0.4506172839506173,0.3950617283950617,2116,2601,46,51,16000000,2800000,17200000,4000000,17200000,4000000,1296.0,3259.2681000000002,36.0,57.09,11500000,65250000,73,64,6.1504,8.0089,2.48,2.83,8,8,16.588099280204055,16.660419941783683,16.660419941783683
SF,SF,No,6.2,6.2,8,7,281961,268324,531,518,18225,17161,135,131,2,3,31,30,San Francisco Giants,San Francisco Giants,196,196,14,14,22801,20736,151,144,162,162,Brandon Crawford,0.516961,0.5026809999999999,0.719,0.709,23,23,227,227,26,26,0.064516,0.064009,0.254,0.253,0.8686240000000001,0.790321,0.932,0.889,SS,SS,0.4506172839506173,0.3950617283950617,2916,5929,54,77,15000000,8000000,15200000,8200000,15200000,8200000,722.5343999999999,460.9608999999999,26.88,21.47,11500000,65250000,73,64,2.3716,4.2848999999999995,1.54,2.07,8,8,16.523560759066484,16.536805985816503,16.536805985816503
TOR,ARI,No,6.2,6.2,8,7,5929,198025,77,445,169,14161,13,119,3,5,25,24,Toronto Blue Jays,Arizona Diamondbacks,1,169,1,13,676,18225,26,135,162,162,Brandon Drury,0.266256,0.583696,0.516,0.764,2,1,215,215,7,6,0.028561000000000003,0.071289,0.169,0.267,0.025921000000000003,0.693889,0.161,0.833,2B,2B,0.4506172839506173,0.5740740740740741,100,3969,10,63,621900,559300,220704,559300,621900,559300,0.0,1798.6080999999997,0.0,42.41,17000000,9750000,73,93,0.0841,2.0448999999999997,-0.29,1.43,2,1,13.34053458709198,12.304577716231018,13.34053458709198
ATL,LAD,Si,6.7,6.7,8,7,841,529,29,23,9,1,3,1,4,6,34,33,Atlanta Braves,Los Angeles Dodgers,0,0,0,0,225,361,15,19,162,162,Brandon McCarthy,0.07617600000000001,0.038809,0.276,0.197,18,25,225,225,24,31,0.010608999999999999,0.0019359999999999998,0.103,0.044,0.008649,0.013689000000000002,0.093,0.117,SP,SP,0.5555555555555556,0.6419753086419753,4,0,2,0,10000000,10000000,7000000,11500000,11500000,11500000,0.0,2571.5041,0.0,50.71,2900000,199600000,90,104,0.07840000000000001,0.5476,-0.28,0.74,3,6,16.11809565095832,15.761420707019587,16.25785759333348
NYM,NYM,No,6.3,6.3,8,7,187489,31329,433,177,12996,2116,114,46,8,2,25,24,New York Mets,New York Mets,289,25,17,5,19881,4761,141,69,162,162,Brandon Nimmo,0.784996,0.635209,0.886,0.797,5,5,207,207,9,9,0.06916900000000001,0.06760000000000001,0.263,0.26,0.7569,0.181476,0.87,0.426,CF,LF,0.4753086419753086,0.4320987654320987,2209,441,47,21,555968,536240,546987,442430,555968,536240,8888.7184,0.0,94.28,0.0,89635000,116500000,77,70,18.922499999999996,0.7395999999999999,4.35,0.86,2,2,13.228466017619592,13.212180315125359,13.228466017619592
BOS,LAA,No,6.0,6.0,8,7,529,327184,23,572,9,26569,3,163,3,4,37,36,Boston Red Sox,Los Angeles Angels,1,169,1,13,81,20736,9,144,162,162,Brandon Phillips,0.27040000000000003,0.540225,0.52,0.735,14,1,200,200,24,10,0.016900000000000002,0.08122499999999999,0.13,0.285,0.0031360000000000003,0.790321,0.056,0.889,2B,2B,0.6666666666666666,0.4938271604938271,4,3600,2,60,545000,14000000,79110,169398,545000,14000000,0.0,457.10439999999994,0.0,21.38,131000000,24750000,108,80,0.004900000000000001,1.1236000000000002,-0.07,1.06,9,1,13.208541073645382,11.278594568015443,13.208541073645382
MIL,MIL,No,6.4,6.4,8,7,64,100,8,10,4,4,2,2,5,3,25,24,Milwaukee Brewers,Milwaukee Brewers,1,0,1,0,361,64,19,8,163,162,Brandon Woodruff,0.9177639999999999,0.22372899999999998,0.958,0.473,1,1,243,243,5,4,0.0625,0.04000000000000001,0.25,0.2,0.013689000000000002,0.0024010000000000004,0.117,0.049,RP,SP,0.588957055214724,0.5308641975308642,1,0,1,0,550100,535000,210018,257224,550100,535000,0.0,0.0,0.0,0.0,103750000,7550000,96,86,0.06760000000000001,0.24009999999999998,0.26,0.49,0,0,13.217855358863549,12.25494852031206,13.217855358863549
MIL,MIL,No,6.4,6.4,8,7,676,324,26,18,36,9,6,3,5,3,28,27,Milwaukee Brewers,Milwaukee Brewers,1,0,1,0,441,529,21,23,163,162,Brent Suter,0.605284,0.142129,0.778,0.377,1,1,213,213,5,4,0.053361000000000006,0.027889000000000004,0.231,0.167,0.016641,0.020163999999999998,0.129,0.142,SP,SP,0.588957055214724,0.5308641975308642,9,0,3,0,556500,535000,556500,333222,556500,535000,2682.2041,3778.5609,51.79,61.47,103750000,7550000,96,86,0.06760000000000001,3.0976,-0.26,1.76,0,0,13.229422449697736,13.229422449697736,13.229422449697736
OAK,TOR,No,6.4,6.4,8,7,16,49,4,7,1,1,1,1,3,6,30,29,Oakland Athletics,Toronto Blue Jays,0,0,0,0,289,169,17,13,162,162,Brett Anderson,0.25,0.154449,0.5,0.393,15,2,230,230,27,7,0.0625,0.020448999999999995,0.25,0.143,0.011024999999999998,0.0064,0.105,0.08,SP,SP,0.5987654320987654,0.4691358024691358,0,1,0,1,4000000,535000,3268817,99382,4000000,535000,1289.5280999999998,0.0,35.91,0.0,18000000,70000000,97,76,0.22089999999999999,0.5776,0.47,-0.76,9,2,15.201804919084164,14.999938703717238,15.201804919084164
KC,MIL,No,6.0,6.0,8,7,17956,7569,134,87,625,576,25,24,6,3,24,23,Kansas City Royals,Milwaukee Brewers,4,16,2,4,2601,1369,51,37,162,162,Brett Phillips,0.3113640000000001,0.6384010000000001,0.558,0.799,4,1,195,195,9,4,0.034969,0.07617600000000001,0.187,0.276,0.09922500000000001,0.051984,0.315,0.228,RF,OF,0.4938271604938271,0.5308641975308642,121,144,11,12,545000,535000,190450,154919,545000,535000,0.0,0.0,0.0,0.0,16775000,7550000,80,86,0.0004,1.8769000000000002,0.02,1.37,2,0,13.208541073645382,12.15714497190675,13.208541073645382
MIA,MIA,No,6.3,6.3,8,7,348100,7056,590,84,25921,484,161,22,1,6,25,24,Miami Marlins,Miami Marlins,121,0,11,0,24336,625,156,25,161,162,Brian Anderson,0.573049,0.49843599999999993,0.757,0.706,2,2,208,208,2,2,0.07452900000000001,0.06864400000000001,0.273,0.262,0.9389609999999999,0.023716,0.969,0.154,RF,3B,0.391304347826087,0.4753086419753086,4225,64,65,8,545000,535000,545000,90613,545000,535000,5659.552900000001,0.0,75.23,0.0,3250000,57250000,63,77,8.7616,0.06760000000000001,2.96,-0.26,2,2,13.208541073645382,13.208541073645382,13.208541073645382
LAD,MIN,No,0.0,0.0,8,7,305809,380689,553,617,14161,27556,119,166,2,2,31,30,Los Angeles Dodgers,Minnesota Twins,441,1156,21,34,22801,23104,151,152,163,162,Brian Dozier,0.48441599999999996,0.727609,0.696,0.853,25,6,200,200,32,15,0.046224999999999995,0.07236100000000001,0.215,0.269,0.8574760000000001,0.8798439999999998,0.926,0.938,2B,2B,0.5644171779141104,0.5246913580246914,5184,8649,72,93,9000000,6000000,3000000,6025000,9000000,6025000,1875.7561000000003,8440.0969,43.31,91.87,4000000,26550000,92,85,0.8649000000000001,21.996100000000002,0.93,4.69,6,3,16.012735135300492,14.914122846632385,16.012735135300492
CHC,CHC,Si,6.0,6.0,8,7,1,16,1,4,0,0,0,0,7,3,35,34,Chicago Cubs,Chicago Cubs,0,0,0,0,2401,4624,49,68,163,162,Brian Duensing,0.25,0.0,0.5,0.0,17,17,200,200,20,19,0.0,0.0,0.0,0.0,0.09060099999999999,0.17639999999999997,0.301,0.42,RP,RP,0.5828220858895705,0.5679012345679012,0,0,0,0,3500000,2000000,3500000,2000000,3500000,2000000,0.48999999999999994,3000.8484000000003,0.7,54.78,215545000,16000000,95,92,2.3104,1.9320999999999997,-1.52,1.39,3,3,15.068273526459642,15.068273526459642,15.068273526459642
KC,WSH,No,6.0,6.0,8,7,25281,63001,159,251,1444,3969,38,63,6,4,27,26,Kansas City Royals,Washington Nationals,36,169,6,13,5929,5476,77,74,162,163,Brian Goodwin,0.5012639999999999,0.6577210000000001,0.708,0.811,4,1,200,200,9,5,0.057121,0.063001,0.239,0.251,0.225625,0.208849,0.475,0.457,CF,CF,0.4938271604938271,0.5950920245398773,625,900,25,30,553900,535000,211438,426758,553900,535000,0.0,0.0,0.0,0.0,16775000,10400000,80,97,0.0256,0.0729,-0.16,0.27,2,0,13.224739444021195,12.26168709028527,13.224739444021195
HOU,HOU,Si,6.3,6.3,8,7,35721,121801,189,349,1600,7056,40,84,2,3,34,33,Houston Astros,Houston Astros,49,324,7,18,4096,9409,64,97,162,162,Brian McCann,0.4096,0.5760810000000001,0.64,0.759,2,2,225,225,12,11,0.044944,0.058080999999999994,0.212,0.241,0.15602500000000002,0.358801,0.395,0.599,C,C,0.6358024691358025,0.6234567901234568,529,3844,23,62,17000000,17000000,11500000,11500000,17000000,17000000,0.0,0.0,0.0,0.0,23500000,82000000,103,101,0.9025,1.3456,0.95,1.16,1,1,16.64872390202049,16.25785759333348,16.64872390202049
LAD,LAD,No,0.0,0.0,8,7,4,16,2,4,0,1,0,1,2,6,26,25,Los Angeles Dodgers,Los Angeles Dodgers,0,0,0,0,81,289,9,17,163,162,Brock Stewart,0.0,0.25,0.0,0.5,25,25,210,210,32,31,0.0,0.0625,0.0,0.25,0.003025,0.011024999999999998,0.055,0.105,RP,RP,0.5644171779141104,0.6419753086419753,0,1,0,1,545000,537500,73250,223212,545000,537500,0.0,0.0,0.0,0.0,4000000,199600000,92,104,0.3721,0.0004,-0.61,-0.02,6,6,13.208541073645382,11.201633526879315,13.208541073645382
MIA,DET,No,6.0,6.0,8,7,22801,841,151,29,961,49,31,7,1,1,30,29,Miami Marlins,Detroit Tigers,1,0,1,0,3721,169,61,13,161,162,Bryan Holaday,0.269361,0.30470400000000003,0.519,0.552,2,11,215,215,2,16,0.04202499999999999,0.058080999999999994,0.205,0.241,0.143641,0.0064,0.379,0.08,C,C,0.391304347826087,0.3950617283950617,256,4,16,2,1000000,535000,1000000,90613,1000000,535000,0.0,0.0,0.0,0.0,3250000,2000000,63,64,0.016900000000000002,0.0961,0.13,-0.31,2,4,13.815510557964274,13.815510557964274,13.815510557964274
WSH,WSH,No,6.3,6.3,8,7,302500,176400,550,420,18769,17956,137,134,5,4,25,24,Washington Nationals,Washington Nationals,1156,841,34,29,25600,12321,160,111,162,163,Bryce Harper,0.790321,1.016064,0.889,1.008,1,1,220,220,5,5,0.062001,0.101761,0.249,0.319,0.976144,0.46922500000000006,0.988,0.685,CF,RF,0.5061728395061729,0.5950920245398773,10000,7569,100,87,21625000,13625000,21725000,13725000,21725000,13725000,4805.262399999999,8920.8025,69.32,94.45,23300000,10400000,82,97,1.6900000000000002,21.808899999999998,1.3,4.67,0,0,16.889360610782216,16.89397422911573,16.89397422911573
SF,SF,No,6.1,6.1,8,7,158404,244036,398,494,12769,24964,113,158,2,3,31,30,San Francisco Giants,San Francisco Giants,25,144,5,12,11236,19600,106,140,162,162,Buster Posey,0.549081,0.741321,0.741,0.861,23,23,210,210,26,26,0.08065599999999999,0.1024,0.284,0.32,0.42771600000000004,0.7464959999999999,0.654,0.864,C,C,0.4506172839506173,0.3950617283950617,1681,4489,41,67,21400000,21400000,22202777,22177777,22202777,22177777,443.1025,2477.0529,21.05,49.77,11500000,65250000,73,64,8.526399999999999,16.4025,2.92,4.05,8,8,16.87890147999208,16.915727929109487,16.915727929109487
TB,LAA,No,6.4,6.4,8,7,251001,114921,501,339,16129,7056,127,84,2,4,28,27,Tampa Bay Rays,Los Angeles Angels,900,256,30,16,19600,10000,140,100,162,162,C.J. Cron,0.6658559999999999,0.549081,0.816,0.741,1,1,235,235,4,10,0.064516,0.061503999999999996,0.254,0.248,0.7464959999999999,0.380689,0.864,0.617,DH,1B,0.5555555555555556,0.4938271604938271,5476,3136,74,56,2300000,565000,2300000,481572,2300000,565000,4851.1225,1747.2399999999998,69.65,41.8,6500000,24750000,90,80,5.4289000000000005,1.2100000000000002,2.33,1.1,0,1,14.648419680899378,14.648419680899378,14.648419680899378
BAL,BAL,No,6.3,6.3,8,7,70225,64516,265,254,3364,4225,58,65,2,5,32,31,Baltimore Orioles,Baltimore Orioles,9,64,3,8,7056,7921,84,89,162,162,Caleb Joseph,0.33062499999999995,0.48999999999999994,0.575,0.7,7,7,180,180,14,14,0.047961,0.065536,0.219,0.256,0.269361,0.30140100000000003,0.519,0.549,C,C,0.2901234567901234,0.4629629629629629,289,784,17,28,1250000,700000,1250000,700000,1250000,700000,0.0,0.0,0.0,0.0,73000000,55600000,47,75,0.1024,2.5921000000000003,0.32,1.61,3,3,14.038654109278484,14.038654109278484,14.038654109278484
KC,KC,No,6.3,6.3,8,7,3969,576,63,24,169,36,13,6,6,4,25,24,Kansas City Royals,Kansas City Royals,1,1,1,1,484,169,22,13,162,162,Cameron Gallagher,0.30470400000000003,0.5625,0.552,0.75,4,4,230,230,9,9,0.042435999999999995,0.0625,0.206,0.25,0.018496000000000002,0.0064,0.136,0.08,C,C,0.4938271604938271,0.4938271604938271,49,25,7,5,545000,535000,169940,137381,545000,535000,0.0,0.0,0.0,0.0,16775000,43800000,80,80,0.0004,0.004900000000000001,0.02,0.07,2,2,13.208541073645382,12.043200712557532,13.208541073645382
SEA,HOU,Si,6.3,6.3,8,7,116964,156025,342,395,7225,8100,85,90,3,3,31,30,Seattle Mariners,Houston Astros,16,100,4,10,16641,12996,129,114,162,162,Cameron Maybin,0.438244,0.4664890000000001,0.662,0.683,0,2,215,215,4,11,0.062001,0.051984,0.249,0.228,0.6336160000000001,0.49561599999999995,0.796,0.704,CF,CF,0.5493827160493827,0.6234567901234568,784,1225,28,35,3250000,9000000,1083326,1573760,3250000,9000000,386.12249999999995,1407.0000999999997,19.65,37.51,17750000,82000000,89,101,1.6384,0.0081,1.28,-0.09,0,1,14.994165554305921,13.89554649638413,14.994165554305921
HOU,HOU,No,6.4,6.4,8,7,161604,178084,402,422,9216,17956,96,134,2,3,23,22,Houston Astros,Houston Astros,225,576,15,24,12321,11881,111,109,162,162,Carlos Correa,0.529984,0.893025,0.728,0.945,2,2,220,220,12,11,0.057121,0.101124,0.239,0.318,0.46922500000000006,0.4529290000000001,0.685,0.673,SS,SS,0.6358024691358025,0.6234567901234568,4225,7225,65,85,1000000,535000,1000000,535000,1000000,535000,3760.1424,9799.0201,61.32,98.99,23500000,82000000,103,101,9.302499999999998,44.6224,3.05,6.68,1,1,13.815510557964274,13.815510557964274,13.815510557964274
TB,TEX,Si,6.3,6.3,8,7,129600,135424,360,368,5625,8836,75,94,2,4,32,31,Tampa Bay Rays,Texas Rangers,81,289,9,17,13924,11025,118,105,162,162,Carlos Gomez,0.40195600000000004,0.6464160000000001,0.634,0.804,1,2,220,220,4,8,0.043264,0.065025,0.208,0.255,0.529984,0.419904,0.728,0.648,RF,CF,0.5555555555555556,0.4814814814814814,1024,2601,32,51,4000000,11500000,4400000,11500000,4400000,11500000,406.0224999999999,2487.0168999999996,20.15,49.87,6500000,36000000,90,78,0.3721,2.8899999999999997,0.61,1.7,0,0,15.201804919084164,15.29711509888849,15.29711509888849
COL,COL,Si,0.0,0.0,8,7,214369,220900,463,470,16384,14884,128,122,5,4,32,31,Colorado Rockies,Colorado Rockies,256,196,16,14,17689,18496,133,136,163,162,Carlos Gonzalez,0.6336160000000001,0.571536,0.796,0.756,1,1,220,220,5,4,0.07672900000000002,0.06760000000000001,0.277,0.26,0.6658559999999999,0.7055999999999999,0.816,0.84,RF,RF,0.558282208588957,0.5370370370370371,4096,3249,64,57,5000000,20000000,8000000,20428571,8000000,20428571,1453.1344,383.37639999999993,38.12,19.58,122500000,97250000,91,87,0.1369,0.04409999999999999,0.37,-0.21,0,0,15.424948470398375,15.89495209964411,15.89495209964411
STL,STL,No,6.0,6.0,8,7,1089,3844,33,62,64,121,8,11,3,2,26,25,St. Louis Cardinals,St. Louis Cardinals,1,0,1,0,1156,1156,34,34,162,162,Carlos Martinez,0.395641,0.18404099999999998,0.629,0.429,23,23,190,190,28,28,0.058564,0.031328999999999996,0.242,0.177,0.04409999999999999,0.04409999999999999,0.21,0.21,SP,SP,0.5432098765432098,0.5123456790123457,16,121,4,11,11500000,3500000,11700000,3700000,11700000,3700000,2309.7636,5792.7321,48.06,76.11,28000000,113000000,88,83,2.3104,9.1809,1.52,3.03,11,11,16.25785759333348,16.275099399767985,16.275099399767985
TEX,LAA,No,6.0,6.0,8,7,4900,400,70,20,100,4,10,2,4,4,27,26,Texas Rangers,Los Angeles Angels,1,1,1,1,784,121,28,11,162,162,Carlos Perez,0.15366400000000002,0.154449,0.392,0.393,2,1,210,210,8,10,0.020448999999999995,0.010000000000000002,0.143,0.1,0.029928999999999997,0.0046240000000000005,0.173,0.068,C,C,0.4135802469135802,0.4938271604938271,9,9,3,3,545000,547500,328160,143616,545000,547500,0.0,0.0,0.0,0.0,35000000,24750000,67,80,0.1296,0.0324,-0.36,-0.18,0,1,13.208541073645382,12.701256573306207,13.208541073645382
STL,STL,No,6.2,6.2,8,7,1225,4761,35,69,16,144,4,12,3,2,23,22,St. Louis Cardinals,St. Louis Cardinals,0,0,0,0,361,1156,19,34,162,162,Carson Kelly,0.101761,0.208849,0.319,0.457,23,23,220,220,28,28,0.012996,0.030275999999999997,0.114,0.174,0.013689000000000002,0.04409999999999999,0.117,0.21,C,C,0.5432098765432098,0.5123456790123457,9,36,3,6,545000,535000,175800,213379,545000,535000,0.0,0.0,0.0,0.0,28000000,113000000,88,83,0.28090000000000004,0.17639999999999997,-0.53,-0.42,11,11,13.208541073645382,12.077102264233213,13.208541073645382
COL,COL,No,0.0,0.0,8,7,1156,121,34,11,9,1,3,1,5,4,29,28,Colorado Rockies,Colorado Rockies,0,0,0,0,729,81,27,9,163,162,Chad Bettis,0.051529000000000005,0.066564,0.227,0.258,1,1,201,201,5,4,0.007743999999999999,0.008281,0.088,0.091,0.027556000000000004,0.0031360000000000003,0.166,0.056,SP,SP,0.558282208588957,0.5370370370370371,4,1,2,1,2000000,545000,2000000,515194,2000000,545000,996.0335999999999,0.0,31.56,0.0,122500000,97250000,91,87,1.1664,0.34809999999999997,1.08,0.59,0,0,14.508657738524219,14.508657738524219,14.508657738524219
OAK,OAK,No,6.2,6.2,8,7,88804,79524,298,282,5929,4489,77,67,3,5,26,25,Oakland Athletics,Oakland Athletics,169,225,13,15,12100,7569,110,87,162,162,Chad Pinder,0.591361,0.5625,0.769,0.75,15,15,210,210,27,26,0.066564,0.05664399999999999,0.258,0.238,0.4610410000000001,0.28836900000000004,0.679,0.537,LF,SS,0.5987654320987654,0.4629629629629629,729,1764,27,42,550000,535000,550000,493987,550000,535000,2093.9775999999997,0.0,45.76,0.0,18000000,34500000,97,75,4.752400000000001,1.0,2.18,1.0,9,9,13.217673557208654,13.217673557208654,13.217673557208654
MIA,CIN,No,6.2,6.2,8,7,2025,121,45,11,64,1,8,1,1,2,26,25,Miami Marlins,Cincinnati Reds,1,0,1,0,225,36,15,6,161,162,Chad Wallach,0.292681,0.033124,0.541,0.182,2,10,246,246,2,15,0.031684,0.008281,0.178,0.091,0.008649,0.0013689999999999998,0.093,0.037,C,C,0.391304347826087,0.419753086419753,25,0,5,0,545000,535000,155290,102305,545000,535000,0.0,0.0,0.0,0.0,3250000,5300000,63,68,0.0081,0.04000000000000001,0.09,-0.2,2,5,13.208541073645382,11.953049615563234,13.208541073645382
BAL,BAL,No,6.3,6.3,8,7,25600,324,160,18,841,36,29,6,2,5,23,22,Baltimore Orioles,Baltimore Orioles,4,4,2,2,4096,100,64,10,162,162,Chance Sisco,0.31024900000000005,1.517824,0.557,1.232,7,7,210,210,14,14,0.032761,0.11088900000000002,0.181,0.333,0.15602500000000002,0.0038439999999999998,0.395,0.062,C,C,0.2901234567901234,0.4629629629629629,256,16,16,4,546500,535000,364312,90613,546500,535000,0.0,0.0,0.0,0.0,73000000,55600000,47,75,0.0225,0.12249999999999998,-0.15,0.35,3,3,13.21128958659873,12.805765922338859,13.21128958659873
