Acronimo,Agente_libre,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,Bateos_en_contra,Bateos_en_contra_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Carreras_en_contra,Carreras_en_contra_2,Carreras_ganadas,Carreras_ganadas_2,Comando,Comando_2,Control,Control_2,Dominio,Dominio_2,ERA,ERA_2,Edad,Edad_al_firmar,Equipo,Estado,Ganancias,Inning_pitched,Inning_pitched_2,Juegos,Juegos totales,Juegos_iniciados,Jugador,Losses,Losses_2,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_juegos,Posicion,Promedio_victorias,Saves,Saves_2,Strike-outs,Strike-outs_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Victorias,WAR,WAR_2,WHIP,WHIP_2,WS ganadas,Walks,Walks_2,Wins,Wins_2,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
CHC,No,6.0,2022,2027,1,1,52,2704,0,2,11,32,1024,30,900,2.92,8.526399999999999,0.04103069095683571,0.0016835176003953598,0.11980961759396026,0.014354344468010993,3.99,15.920100000000001,31,30,Chicago Cubs,Illinois,1201882,67.7,4583.29,35,162,4,Mark Leiter Jr.,7,49,457674,17,210.0,21,0.21604938271604937,RP,0.4567901234567901,3,9,73,5329,457674,700000,0.003,700000,0.0,0.0,700000,109707000,700000,74,0.75,0.5625,1.14,1.2995999999999999,3,25,625,2,4,13.033912419260254,13.458835614025542,13.458835614025542
OAK,No,6.7,2022,2028,1,1,50,2500,0,5,2,26,676,25,625,3.411764705882353,11.640138408304498,0.027900869850648283,0.0007784585384228144,0.09519120301985884,0.009061365132367983,3.33,11.0889,28,27,Oakland Athletics,California,798007,67.7,4583.29,70,162,0,Domingo Acevedo,4,16,700000,15,240.0,29,0.43209876543209874,RP,0.3703703703703703,4,16,58,3364,700000,700000,0.014,700000,58.6,3433.96,700000,1700000,700000,60,1.26,1.5876000000000001,0.99,0.9801,9,17,289,4,16,13.458835614025542,13.458835614025542,13.458835614025542
MIN,No,6.5,2022,0,1,1,50,2500,0,1,4,15,225,14,196,5.5625,30.94140625,0.026259642212374854,0.0006895688091219393,0.14606925980633512,0.02133622866037063,1.86,3.4596000000000005,24,23,Minnesota Twins,Minnesota,765000,67.7,4583.29,57,162,0,Jhoan Duran,4,16,700000,6,230.0,17,0.35185185185185186,RP,0.4814814814814814,8,64,89,7921,700000,700000,0.005,700000,93.3,8704.89,700000,116550000,700000,78,2.76,7.617599999999999,0.98,0.9603999999999999,3,16,256,2,4,13.458835614025542,13.458835614025542,13.458835614025542
SF,No,6.2,2022,2028,1,0,54,2916,0,5,7,27,729,19,361,2.6666666666666665,7.111111111111111,0.04923682914820285,0.0024242653445693176,0.13129821106187425,0.01723922022804848,2.53,6.400899999999999,24,24,San Francisco Giants,California,912306,67.7,4583.29,68,162,0,Camilo Doval,6,36,703750,23,180.0,27,0.41975308641975306,RP/CL,0.5,27,729,80,6400,703750,703750,0.004,703750,88.98,7917.4404,703750,140700000,703750,81,1.84,3.3856,1.24,1.5376,8,30,900,6,36,13.464178458436038,13.464178458436038,13.464178458436038
SD,No,6.1,2022,2027,1,0,57,3249,0,5,3,29,841,22,484,2.9545454545454546,8.729338842975206,0.036321611358758464,0.001319259451696692,0.10731385174178637,0.011516262775658105,2.94,8.6436,27,27,San Diego Padres,California,1162060,67.3,4529.29,50,162,1,Nabil Crismatt,2,4,634240,2,220.0,7,0.30864197530864196,RP,0.5493827160493827,0,0,65,4225,634240,721500,0.003,721500,0.0,0.0,721500,32500000,721500,89,0.37,0.1369,1.17,1.3688999999999998,0,22,484,5,25,13.360182710683706,13.489087657196063,13.489087657196063
MIN,No,6.5,2022,0,1,0,69,4761,0,1,4,37,1369,35,1225,2.611111111111111,6.817901234567901,0.029850746268656716,0.0008910670527957228,0.0779436152570481,0.006075207159338741,4.7,22.090000000000003,25,25,Minnesota Twins,Minnesota,625606,67.0,4489.0,15,162,11,Josh Winder,6,36,426906,6,210.0,17,0.09259259259259259,SP,0.4814814814814814,0,0,47,2209,426906,700000,0.003,700000,0.0,0.0,700000,116550000,700000,78,0.21,0.04409999999999999,1.3,1.6900000000000002,3,18,324,4,16,12.964319127461058,13.458835614025542,13.458835614025542
MIL,No,6.4,2022,2024,1,0,58,3364,0,1,5,32,1024,28,784,2.409090909090909,5.803719008264463,0.036648342495418956,0.0013431010076615309,0.08828918873896384,0.0077949808481843795,3.78,14.2884,32,32,Milwaukee Brewers,Wisconsin,6266140,66.7,4448.89,54,162,0,Brent Suter,3,9,2700000,1,213.0,8,0.3333333333333333,RP,0.5308641975308642,0,0,53,2809,2700000,2700000,0.021,2700000,29.0,841.0,2700000,13625000,2700000,86,0.26,0.06760000000000001,1.2,1.44,0,22,484,5,25,14.808762330974558,14.808762330974558,14.808762330974558
WSH,No,6.2,2022,2026,1,0,54,2916,0,1,5,28,784,26,676,3.1818181818181817,10.12396694214876,0.036648342495418956,0.0013431010076615309,0.11660836248542394,0.013597510201532026,3.51,12.320099999999998,30,30,Washington Nationals,Washington DC,1717003,66.7,4448.89,66,162,0,Kyle Finnegan,3,9,725900,1,200.0,6,0.4074074074074074,RP/CL,0.3395061728395062,11,121,70,4900,725900,725900,0.006,725900,63.05,3975.3025,725900,23750000,725900,55,0.81,0.6561000000000001,1.14,1.2995999999999999,1,22,484,6,36,13.495167543272933,13.495167543272933,13.495167543272933
WSH,Si,6.6,2022,2023,1,1,54,2916,0,1,5,33,1089,31,961,2.740740740740741,7.511659807956105,0.04524886877828055,0.002047460125714052,0.1240154181330652,0.015379823934718997,4.21,17.7241,36,35,Washington Nationals,Washington DC,42711359,66.3,4395.69,69,162,0,Steve Cishek,4,16,2000000,1,215.0,6,0.42592592592592593,RP,0.3395061728395062,1,1,74,5476,2000000,1750000,0.016,2000000,17.51,306.60010000000005,1750000,23750000,1750000,55,0.25,0.0625,1.22,1.4884,1,27,729,1,1,14.508657738524219,14.375126345899696,14.508657738524219
OAK,No,6.7,2022,2027,1,1,53,2809,0,5,2,27,729,23,529,3.3043478260869565,10.918714555765595,0.03854533266297973,0.0014857426700997719,0.1273671861907156,0.016222400118140416,3.12,9.7344,27,26,Oakland Athletics,California,5789398,66.3,4395.69,62,162,0,A.J. Puk,3,9,705000,15,248.0,29,0.38271604938271603,RP,0.3703703703703703,4,16,76,5776,705000,705000,0.015,705000,52.35,2740.5225,705000,1700000,705000,60,0.99,0.9801,1.15,1.3224999999999998,9,23,529,4,16,13.465953081794405,13.465953081794405,13.465953081794405
NYM,Si,6.5,2022,2023,1,0,48,2304,0,2,6,15,225,15,225,4.9375,24.37890625,0.027059022492812446,0.0007321906982665299,0.13360392355826145,0.017850008390161768,2.06,4.2436,36,36,New York Mets,New York,42273958,65.7,4316.490000000001,67,162,0,Adam Ottavino,3,9,5000000,5,246.0,10,0.41358024691358025,RP,0.6234567901234568,3,9,79,6241,5000000,4000000,0.019,5000000,70.39,4954.7521,4000000,259270000,4000000,101,2.14,4.5796,0.98,0.9603999999999999,2,16,256,5,25,15.424948470398375,15.201804919084164,15.424948470398375
HOU,No,6.2,2022,2024,1,1,58,3364,0,2,3,34,1156,28,784,3.0416666666666665,9.25173611111111,0.04058853373921867,0.0016474290710996923,0.12345679012345677,0.015241579027587254,3.84,14.7456,29,28,Houston Astros,Texas,3883772,65.7,4316.490000000001,67,162,0,Phil Maton,2,4,1550000,5,206.0,16,0.41358024691358025,RP,0.654320987654321,0,0,73,5329,1550000,1550000,0.009,1550000,17.09,292.0681,1550000,69100000,1550000,106,1.2584499999999992,1.583696402499998,1.25,1.5625,2,24,576,0,0,14.253765488895429,14.253765488895429,14.253765488895429
BAL,No,6.5,2022,2028,1,1,38,1444,0,1,3,18,324,16,256,3.8260869565217392,14.638941398865786,0.03889734483341789,0.0015130034350898216,0.14882462371046845,0.02214876862256253,2.19,4.7961,27,26,Baltimore Orioles,Maryland,700000,65.7,4316.490000000001,65,162,0,Felix Bautista,4,16,700000,7,190.0,14,0.4012345679012346,RP/CL,0.5123456790123457,15,225,88,7744,700000,700000,0.016,700000,93.99,8834.120099999998,700000,7900000,700000,83,2.62,6.864400000000001,0.93,0.8649000000000001,3,23,529,4,16,13.458835614025542,13.458835614025542,13.458835614025542
HOU,Si,6.2,2022,2025,2,1,49,2401,0,2,3,29,841,27,729,4.647058823529412,21.595155709342563,0.028926322953888042,0.0008367321596326302,0.13442232431512677,0.01806936127428112,3.72,13.838400000000002,33,32,Houston Astros,Texas,18421684,65.3,4264.089999999999,70,162,0,Hector Neris,4,16,8000000,5,227.0,16,0.43209876543209874,RP,0.654320987654321,3,9,79,6241,8000000,8000000,0.044,8000000,26.51,702.7801000000001,8500000,69100000,17000000,106,0.46,0.2116,1.01,1.0201,2,17,289,6,36,15.89495209964411,15.89495209964411,15.89495209964411
CHW,No,6.1,2022,2024,1,1,51,2601,0,2,5,24,576,20,400,5.7272727272727275,32.80165289256199,0.018717032499574616,0.0003503273055901324,0.10719754977029097,0.01149131467675401,2.76,7.617599999999999,28,27,Chicago White Sox,Illinois,6346102,65.3,4264.089999999999,61,162,1,Reynaldo Lopez,4,16,2625000,6,220.0,11,0.3765432098765432,RP,0.5,0,0,63,3969,2625000,2625000,0.013,2625000,75.96,5769.921599999999,2625000,63000000,2625000,81,1.44,2.0736,0.95,0.9025,3,11,121,6,36,14.780591454007862,14.780591454007862,14.780591454007862
CHW,Si,6.2,2022,2025,3,0,65,4225,0,2,5,29,841,23,529,2.5384615384615383,6.44378698224852,0.044444444444444446,0.0019753086419753087,0.11282051282051282,0.012728468113083499,3.19,10.1761,31,31,Chicago White Sox,Illinois,15306758,65.0,4225.0,65,162,0,Kendall Graveman,4,16,8000000,6,200.0,11,0.4012345679012346,RP,0.5,6,36,66,4356,8000000,8000000,0.039,8000000,19.27,371.3329,8000000,63000000,24000000,81,0.94,0.8835999999999999,1.4,1.9599999999999997,3,26,676,3,9,15.89495209964411,15.89495209964411,15.89495209964411
LAD,No,6.2,2022,2025,2,1,67,4489,1000000,5,9,30,900,29,841,3.411764705882353,11.640138408304498,0.02905982905982906,0.0008444736649864856,0.09914529914529914,0.009829790342610854,4.02,16.160399999999996,27,26,Los Angeles Dodgers,California,14162267,65.0,4225.0,12,162,12,Walker Buehler,3,9,6250000,25,185.0,36,0.07407407407407407,SP,0.6851851851851852,0,0,58,3364,7250000,6250000,0.027,7250000,0.0,0.0,4000000,267800000,8000000,111,0.41,0.16809999999999997,1.29,1.6641000000000001,7,17,289,5,25,15.796512026830857,15.648092021712584,15.796512026830857
SF,No,6.3,2022,2024,1,1,60,3600,0,5,7,34,1156,27,729,3.111111111111111,9.679012345679013,0.03076923076923077,0.0009467455621301776,0.09572649572649573,0.009163561984074807,3.74,13.987600000000002,29,28,San Francisco Giants,California,4819935,65.0,4225.0,58,162,0,Jarlin Garcia,4,16,1725000,23,215.0,27,0.35802469135802467,RP,0.5,1,1,56,3136,1725000,1725000,0.011,1725000,34.17,1167.5889000000002,1725000,140700000,1725000,81,0.38,0.1444,1.2,1.44,8,18,324,1,1,14.360737608447597,14.360737608447597,14.360737608447597
NYM,No,6.4,2022,2023,1,0,58,3364,0,2,6,26,676,26,676,3.8333333333333335,14.694444444444446,0.03076923076923077,0.0009467455621301776,0.11794871794871795,0.013911900065746219,3.6,12.96,32,32,New York Mets,New York,9537502,65.0,4225.0,62,162,0,Seth Lugo,2,4,3925000,5,225.0,10,0.38271604938271603,RP,0.6234567901234568,3,9,69,4761,3925000,3925000,0.015,3925000,36.18,1308.9924,3925000,259270000,3925000,101,0.74,0.5476,1.17,1.3688999999999998,2,18,324,4,16,15.182876909198646,15.182876909198646,15.182876909198646
SEA,No,6.2,2022,2029,4,1,43,1849,187500,1,2,20,400,18,324,6.4,40.96000000000001,0.02564102564102564,0.0006574621959237343,0.1641025641025641,0.02692965154503616,2.49,6.200100000000001,23,22,Seattle Mariners,Washington,3223461,65.0,4225.0,64,162,0,Andres Munoz,5,25,1500000,0,165.0,5,0.3950617283950617,RP,0.5555555555555556,4,16,96,9216,937500,750000,0.008,937500,74.97,5620.5009,1875000,115700000,7500000,90,1.37,1.8769000000000002,0.89,0.7921,0,15,225,2,4,13.750972036826703,13.527828485512494,13.750972036826703
BOS,No,6.2,2022,2027,1,1,45,2025,0,1,6,19,361,16,256,3.8947368421052633,15.16897506925208,0.03247863247863248,0.0010548615676820806,0.1264957264957265,0.016001168821681643,2.22,4.928400000000001,28,27,Boston Red Sox,Massachusetts,881453,65.0,4225.0,64,162,0,John Schreiber,4,16,599976,14,210.0,25,0.3950617283950617,RP,0.4814814814814814,8,64,74,5476,599976,700000,0.003,700000,88.53,7837.5609,700000,173000000,700000,78,2.58,6.6564000000000005,0.99,0.9801,9,19,361,4,16,13.304644933398261,13.458835614025542,13.458835614025542
STL,No,6.2,2022,2026,1,0,28,784,0,2,4,11,121,9,81,4.7,22.090000000000003,0.03434655675768504,0.00117968596110888,0.16142881676111967,0.02605926288089515,1.25,1.5625,27,27,St. Louis Cardinals,Missouri,1825827,64.7,4186.09,54,162,0,Ryan Helsley,1,1,722450,23,230.0,32,0.3333333333333333,RP/CL,0.5740740740740741,19,361,94,8836,722450,722450,0.005,722450,99.66,9932.1156,722450,52700000,722450,93,2.63,6.916899999999999,0.74,0.5476,11,20,400,9,81,13.490403492421757,13.490403492421757,13.490403492421757
MIL,No,6.3,2022,2026,1,1,61,3721,0,1,5,29,841,27,729,4.266666666666667,18.204444444444444,0.02575991756826378,0.000663573353123745,0.10990898162459212,0.012079984241754927,3.76,14.137599999999999,31,30,Milwaukee Brewers,Wisconsin,2147518,64.7,4186.09,67,162,0,Hoby Milner,3,9,705100,1,175.0,8,0.41358024691358025,RP,0.5308641975308642,0,0,64,4096,705100,705100,0.005,705100,42.2,1780.8400000000001,705100,13625000,705100,86,0.39,0.1521,1.17,1.3688999999999998,0,15,225,3,9,13.466094915707131,13.466094915707131,13.466094915707131
NYM,No,6.4,2022,2023,5,4,40,1600,2500000,2,6,22,484,22,484,12.75,162.5625,0.013824088474166236,0.00019110542214157577,0.17625712804561952,0.031066575186889916,3.08,9.4864,34,30,New York Mets,New York,72659998,64.3,4134.49,11,162,11,Jacob deGrom,4,16,18500000,5,180.0,10,0.06790123456790123,SP,0.6234567901234568,0,0,102,10404,20500000,33500000,0.076,36000000,0.0,0.0,27500000,259270000,137500000,101,1.42,2.0164,0.75,0.5625,2,8,64,5,25,16.835935444108635,17.327055996795295,17.399029496420383
MIL,No,6.3,2022,2023,1,0,57,3249,0,1,5,38,1444,34,1156,4.421052631578948,19.54570637119114,0.03283221012614481,0.001077954021767326,0.1451529289787455,0.02106937279110873,4.76,22.6576,31,31,Milwaukee Brewers,Wisconsin,17632733,64.3,4134.49,66,162,0,Taylor Rogers,8,64,250000,1,190.0,8,0.4074074074074074,RP,0.5308641975308642,31,961,84,7056,250000,7300000,0.002,7300000,23.49,551.7801,7300000,13625000,7300000,86,1.2584499999999992,1.583696402499998,1.18,1.3923999999999999,0,19,361,4,16,12.429216196844383,15.80338490611862,15.80338490611862
ATL,Si,6.5,2022,2023,1,0,45,2025,0,1,6,25,625,24,576,3.8636363636363638,14.927685950413224,0.03819444444444445,0.0014588155864197533,0.14756944444444445,0.021776740933641976,3.38,11.424399999999999,34,34,Atlanta Braves,Georgia,108615505,64.0,4096.0,65,162,0,Kenley Jansen,2,4,16000000,18,265.0,28,0.4012345679012346,RP/CL,0.6234567901234568,41,1681,85,7225,16000000,16000000,0.087,16000000,29.72,883.2783999999999,16000000,61250000,16000000,101,0.89,0.7921,1.05,1.1025,4,22,484,5,25,16.588099280204055,16.588099280204055,16.588099280204055
TOR,No,6.2,2022,2025,1,1,57,3249,0,1,6,41,1681,38,1444,2.342857142857143,5.488979591836736,0.06076388888888889,0.0036922501929012343,0.1423611111111111,0.020266685956790122,5.34,28.5156,29,28,Toronto Blue Jays,Toronto,2567491,64.0,4096.0,62,162,4,Trevor Richards,2,4,1000000,2,195.0,9,0.38271604938271603,RP,0.5679012345679012,0,0,82,6724,1000000,1000000,0.006,1000000,9.76,95.2576,1000000,157000000,1000000,92,1.2584499999999992,1.583696402499998,1.44,2.0736,2,35,1225,3,9,13.815510557964274,13.815510557964274,13.815510557964274
CHC,No,6.3,2022,2026,1,0,79,6241,0,2,11,37,1369,30,900,2.3793103448275863,5.661117717003568,0.050347222222222224,0.0025348427854938274,0.11979166666666667,0.01435004340277778,4.22,17.8084,29,29,Chicago Cubs,Illinois,1951121,64.0,4096.0,64,162,0,Rowan Wick,7,49,724000,17,235.0,21,0.3950617283950617,RP,0.4567901234567901,9,81,69,4761,724000,724000,0.005,724000,13.9,193.21,724000,109707000,724000,74,1.2584499999999992,1.583696402499998,1.69,2.8560999999999996,3,29,841,4,16,13.492546671367853,13.492546671367853,13.492546671367853
SEA,No,6.3,2022,2025,1,1,32,1024,0,1,2,21,441,19,361,4.235294117647059,17.93771626297578,0.029513888888888888,0.000871069637345679,0.125,0.015625,2.67,7.1289,32,31,Seattle Mariners,Washington,3534546,64.0,4096.0,65,162,0,Paul Sewald,4,16,1735000,0,207.0,5,0.4012345679012346,RP/CL,0.5555555555555556,20,400,72,5184,1735000,1735000,0.015,1735000,87.62,7677.264400000001,1735000,115700000,1735000,90,1.49,2.2201,0.77,0.5929,0,17,289,5,25,14.366517971363097,14.366517971363097,14.366517971363097
TOR,No,6.5,2022,2026,1,1,44,1936,0,1,6,18,324,15,225,3.4761904761904763,12.08390022675737,0.036458333333333336,0.0013292100694444447,0.1267361111111111,0.0160620418595679,2.11,4.4521,29,28,Toronto Blue Jays,Toronto,1675912,64.0,4096.0,63,162,0,Jordan Romano,4,16,710400,2,225.0,9,0.3888888888888889,RP/CL,0.5679012345679012,36,1296,73,5329,710400,710400,0.004,710400,98.92,9785.1664,710400,157000000,710400,92,2.82,7.952399999999999,1.02,1.0404,2,21,441,5,25,13.473583470660097,13.473583470660097,13.473583470660097
TOR,No,6.2,2022,2023,1,0,52,2704,0,1,6,22,484,20,400,2.064516129032258,4.262226847034339,0.05407291121576835,0.0029238797273483663,0.11163439734868305,0.012462238671403654,2.83,8.0089,35,35,Toronto Blue Jays,Toronto,24558813,63.7,4057.6900000000005,65,162,1,David Phelps,2,4,3500000,2,198.0,9,0.4012345679012346,RP,0.5679012345679012,1,1,64,4096,3500000,1750000,0.02,3500000,45.13,2036.7169000000001,1750000,157000000,1750000,92,1.1,1.2100000000000002,1.3,1.6900000000000002,2,31,961,0,0,15.068273526459642,14.375126345899696,15.068273526459642
MIN,No,6.3,2022,2023,1,1,59,3481,0,1,4,27,729,24,576,2.1785714285714284,4.746173469387754,0.04884004884004883,0.0023853503706983553,0.10640153497296354,0.011321286644602782,3.39,11.4921,29,28,Minnesota Twins,Minnesota,14387033,63.7,4057.6900000000005,67,162,0,Michael Fulmer,6,36,1740672,6,246.0,17,0.41358024691358025,RP,0.4814814814814814,3,9,61,3721,1740672,4950000,0.012,4950000,26.14,683.2996,4950000,116550000,4950000,78,0.36,0.1296,1.37,1.8769000000000002,3,28,784,5,25,14.369781803528577,15.414898134544874,15.414898134544874
NYY,No,6.5,2022,2025,1,1,45,2025,0,2,4,21,441,18,324,3.25,10.5625,0.034885749171463455,0.001217015495254263,0.11337868480725623,0.012854726168623154,2.55,6.5024999999999995,29,28,New York Yankees,New York,2558298,63.7,4057.6900000000005,62,162,0,Clay Holmes,4,16,1100000,40,230.0,58,0.38271604938271603,RP/CL,0.6111111111111112,20,400,65,4225,1100000,1100000,0.004,1100000,90.73,8231.932900000002,1100000,37400000,1100000,99,1.31,1.7161000000000002,1.02,1.0404,27,20,400,7,49,13.9108207377686,13.9108207377686,13.9108207377686
CLE,No,6.5,2022,2027,1,0,57,3249,0,2,2,24,576,19,361,4.555555555555555,20.753086419753085,0.03139717425431711,0.000985782551155953,0.14303157160300015,0.020458030475224157,2.69,7.2360999999999995,26,26,Cleveland Guardians,Ohio,2073900,63.7,4057.6900000000005,66,162,0,Trevor Stephan,5,25,703400,6,225.0,16,0.4074074074074074,RP,0.5679012345679012,3,9,82,6724,703400,703400,0.011,703400,64.64,4178.3296,703400,3900000,703400,92,0.96,0.9216,1.18,1.3923999999999999,2,18,324,6,36,13.463680999022019,13.463680999022019,13.463680999022019
CIN,No,6.2,2022,0,1,0,28,784,0,2,4,18,324,13,169,2.515151515151515,6.325987144168963,0.057561486132914695,0.0033133246858297306,0.14477585906157334,0.020960049367016547,1.84,3.3856,25,25,Cincinnati Reds,Ohio,830000,63.7,4057.6900000000005,59,162,0,Alexis Diaz,3,9,700000,10,224.0,16,0.36419753086419754,RP/CL,0.382716049382716,10,100,83,6889,700000,700000,0.006,700000,97.07,9422.584899999998,700000,14825000,700000,62,2.93,8.584900000000001,0.96,0.9216,5,33,1089,7,49,13.458835614025542,13.458835614025542,13.458835614025542
STL,No,6.2,2022,2024,1,0,72,5184,0,2,4,34,1156,30,900,2.4,5.76,0.04388274530454626,0.0019256953354636766,0.10531858873091102,0.011092005132270776,4.26,18.147599999999997,31,31,St. Louis Cardinals,Missouri,7621649,63.3,4006.8899999999994,60,162,1,Chris Stratton,4,16,949440,23,205.0,32,0.37037037037037035,RP,0.5740740740740741,2,4,60,3600,949440,2700000,0.006,2700000,24.12,581.7744,2700000,52700000,2700000,93,1.2584499999999992,1.583696402499998,1.53,2.3409,11,25,625,10,100,13.763627616084595,14.808762330974558,14.808762330974558
DET,No,6.3,2022,2028,1,0,49,2401,0,1,4,30,900,27,729,2.6451612903225805,6.996878251821019,0.05441460417763736,0.0029609491478089496,0.14393540459891171,0.020717400697052416,3.84,14.7456,26,26,Detroit Tigers,Michigan,2901663,63.3,4006.8899999999994,71,162,0,Alex Lange,4,16,703700,11,197.0,16,0.4382716049382716,RP,0.4074074074074074,0,0,82,6724,703700,703700,0.005,703700,45.17,2040.3289000000002,703700,235500000,703700,66,0.62,0.3844,1.26,1.5876000000000001,4,31,961,7,49,13.464107407954641,13.464107407954641,13.464107407954641
TB,Si,6.3,2022,2027,1,0,31,961,0,2,4,12,144,11,121,4.411764705882353,19.463667820069208,0.029840266807091457,0.0008904415231184041,0.13164823591363878,0.017331258019173092,1.56,2.4336,30,30,Tampa Bay Rays,Florida,2360844,63.3,4006.8899999999994,67,162,0,Jason Adam,3,9,900000,2,229.0,8,0.41358024691358025,RP,0.5308641975308642,8,64,75,5625,900000,900000,0.009,900000,93.28,8701.1584,900000,18900000,900000,86,2.68,7.182400000000001,0.76,0.5776,0,17,289,2,4,13.710150042306449,13.710150042306449,13.710150042306449
CHW,No,5.580428134556572,2022,0,1,1,63,3969,0,2,5,36,1296,34,1156,2.526315789473684,6.382271468144044,0.03335088643145515,0.0011122816257638194,0.08425487098472881,0.007098883284653296,4.83,23.3289,25,24,Chicago White Sox,Illinois,329992,63.3,4006.8899999999994,14,162,9,Davis Martin,6,36,199992,6,209.35153583617748,11,0.08641975308641975,SP,0.5,0,0,48,2304,199992,700000,0.001,700000,0.0,0.0,700000,63000000,700000,81,0.89,0.7921,1.29,1.6641000000000001,3,19,361,3,9,12.206032644730152,13.458835614025542,13.458835614025542
DET,No,6.6,2022,2028,1,1,55,3025,0,1,4,27,729,24,576,2.526315789473684,6.382271468144044,0.03350970017636684,0.00112290000591,0.08465608465608465,0.0071666526692981715,3.43,11.7649,24,23,Detroit Tigers,Michigan,4514733,63.0,3969.0,13,162,13,Matt Manning,3,9,705300,11,215.0,16,0.08024691358024691,SP,0.4074074074074074,0,0,48,2304,705300,705300,0.005,705300,0.0,0.0,705300,235500000,705300,66,0.83,0.6889,1.17,1.3688999999999998,4,19,361,2,4,13.466378523196271,13.466378523196271,13.466378523196271
