Acronimo,Agente_libre,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,Bateos,Bateos_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Carreras,Carreras_2,Carreras_ganadas,Carreras_ganadas_2,Comando,Comando_2,Control,Control_2,Dominio,Dominio_2,ERA,ERA_2,Edad,Edad_al_firmar,Equipo,Estado,Ganancias,Inning_pitched,Inning_pitched_2,Juegos,Juegos totales,Juegos_iniciados,Jugador,Losses,Losses_2,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_juegos,Posicion,Promedio_victorias,Saves,Saves_2,Strike_outs,Strike_outs_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Victorias,WAR,WAR_2,WHIP,WHIP_2,WS ganadas,Walks,Walks_2,Wins,Wins_2,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
CHC,No,6.4,2019,2022,6,5,205,42025,5000000,2,5,101,10201,85,7225,3.173076923076923,10.068417159763312,0.302853814793244,0.09172043313482055,0.9609784507862552,0.9234795828755511,4.46,19.8916,35,30,Chicago Cubs,Illinois,162402403,171.7,29480.889999999996,32,162,31,Jon Lester,10,100,25000000,17,240.0,20,0.19753086419753085,SP,0.5185185185185185,0,0,165,27225,27500000,22500000,0.124,27500000,19.26,370.9476000000001,25833333,49325000,155000000,84,0.8,0.6400000000000001,1.5,2.25,3,52,2704,13,169,17.1296965626368,16.929025867174648,17.1296965626368
STL,No,6.7,2019,2020,1,0,181,32761,0,2,1,83,6889,80,6400,2.390625,5.715087890625,0.3727431566686081,0.13893746084327852,0.8910891089108911,0.794039800019606,4.19,17.556100000000004,37,37,St. Louis Cardinals,Missouri,146033629,171.7,29480.889999999996,32,162,32,Adam Wainwright,10,100,10000000,23,230.0,29,0.19753086419753085,SP,0.5617283950617284,0,0,153,23409,10000000,2000000,0.058,10000000,67.2,4515.84,2000000,25000000,2000000,91,1.67,2.7889,1.43,2.0448999999999997,11,64,4096,14,196,16.11809565095832,14.508657738524219,16.11809565095832
CHC,No,6.1,2019,0,5,6,191,36481,0,2,5,100,10000,89,7921,3.3043478260869565,10.918714555765595,0.26900584795321636,0.07236414623302896,0.8888888888888888,0.7901234567901234,4.68,21.902399999999997,30,24,Chicago Cubs,Illinois,36898852,171.0,29241.0,32,162,31,Jose Quintana,9,81,10500000,17,220.0,20,0.19753086419753085,SP,0.5185185185185185,0,0,152,23104,10500000,10500000,0.047,10500000,53.4,2851.56,5300000,49325000,26500000,84,0.82,0.6723999999999999,1.39,1.9320999999999997,3,46,2116,13,169,16.166885815127753,16.166885815127753,16.166885815127753
PIT,No,6.5,2019,0,1,0,168,28224,0,2,2,98,9604,84,7056,4.0256410256410255,16.20578566732413,0.22900763358778625,0.05244449624147777,0.92190252495596,0.8499042655201745,4.44,19.713600000000003,26,26,Pittsburgh Pirates,Pennsylvania,2338867,170.3,29002.090000000004,46,162,31,Joe Musgrove,12,144,582500,9,235.0,17,0.2839506172839506,SP,0.4259259259259259,0,0,157,24649,582500,582500,0.008,582500,56.23,3161.8128999999994,582500,4800000,582500,69,1.69,2.8560999999999996,1.22,1.4884,5,39,1521,11,121,13.275084464421992,13.275084464421992,13.275084464421992
HOU,Si,6.2,2019,2020,1,0,164,26896,0,2,3,83,6889,74,5476,2.2950819672131146,5.26740123622682,0.36461446503287503,0.13294370811120965,0.8368200836820083,0.7002678524535634,3.98,15.8404,32,32,Houston Astros,Texas,29231540,167.3,27989.290000000005,33,161,33,Wade Miley,6,36,5000000,3,220.0,13,0.20496894409937888,SP,0.6583850931677019,0,0,140,19600,5000000,4500000,0.03,5000000,64.33,4138.3489,4500000,42250000,4500000,106,1.58,2.4964000000000004,1.35,1.8225000000000002,1,61,3721,14,196,15.424948470398375,15.319587954740548,15.424948470398375
CIN,No,6.1,2019,0,1,1,151,22801,0,2,1,77,5929,72,5184,3.4081632653061225,11.61557684298209,0.2939412117576485,0.08640143596955474,1.0017996400719857,1.0036025188483602,3.89,15.132100000000001,29,28,Cincinnati Reds,Ohio,5036884,166.7,27788.889999999996,31,162,31,Anthony DeSclafani,9,81,2125000,10,195.0,15,0.19135802469135801,SP,0.4629629629629629,0,0,167,27889,2125000,2125000,0.017,2125000,73.8,5446.44,2125000,2000000,2125000,75,3.25,10.5625,1.2,1.44,5,49,2401,9,81,14.569282360340654,14.569282360340654,14.569282360340654
WSH,Si,6.0,2019,2022,2,1,153,23409,0,1,7,77,5929,71,5041,2.310344827586207,5.33769322235434,0.3493975903614458,0.12207867615038469,0.8072289156626506,0.6516185222818988,3.85,14.822500000000002,35,34,Washington Nationals,Washington DC,105390927,166.0,27556.0,30,162,30,Anibal Sanchez,8,64,10000000,1,205.0,6,0.18518518518518517,SP,0.5740740740740741,0,0,134,17956,6000000,8000000,0.035,10000000,70.67,4994.2489000000005,9500000,184550000,19000000,93,3.14,9.8596,1.27,1.6129,1,58,3364,11,121,15.60727002719233,15.89495209964411,16.11809565095832
ATL,No,6.4,2019,0,1,1,174,30276,0,1,6,80,6400,74,5476,3.6808510638297873,13.548664554096877,0.28364514182257095,0.08045456647954638,1.0440555220277612,1.090051933076661,4.02,16.160399999999996,25,24,Atlanta Braves,Georgia,4001227,165.7,27456.489999999998,40,161,30,Max Fried,6,36,565000,18,190.0,25,0.2484472049689441,SP,0.6024844720496895,0,0,173,29929,565000,565000,0.004,565000,77.29,5973.744100000001,565000,52210000,565000,97,3.04,9.2416,1.33,1.7689000000000001,3,47,2209,17,289,13.244581010128577,13.244581010128577,13.244581010128577
MIN,Si,6.0,2019,0,1,1,184,33856,0,1,4,104,10816,94,8836,2.014925373134328,4.059924259300511,0.4053236539624924,0.1642872644615063,0.8166969147005444,0.6669938504813883,5.12,26.2144,28,27,Minnesota Twins,Minnesota,22244459,165.3,27324.090000000004,32,162,29,Martin Perez,7,49,3500000,6,200.0,16,0.19753086419753085,SP,0.6234567901234568,0,0,135,18225,3500000,3500000,0.028,3500000,32.44,1052.3536,4000000,46800000,4000000,101,0.4,0.16000000000000003,1.52,2.3104,3,67,4489,10,100,15.068273526459642,15.068273526459642,15.068273526459642
OAK,No,6.2,2019,2020,1,0,180,32400,0,5,6,84,7056,80,6400,3.0980392156862746,9.597846981930028,0.308529945553539,0.09519072730326975,0.955837870538415,0.9136260347554117,4.36,19.009600000000002,32,32,Oakland Athletics,California,22490105,165.3,27324.090000000004,31,162,31,Tanner Roark,10,100,1179543,15,238.0,28,0.19135802469135801,SP,0.5987654320987654,0,0,158,24964,1179543,10000000,0.013,10000000,38.0,1444.0,10000000,37600000,10000000,97,1.94,3.7636,1.4,1.9599999999999997,9,51,2601,10,100,13.980637633290835,16.11809565095832,16.11809565095832
KC,No,6.5,2019,2024,1,0,154,23716,0,2,5,80,6400,77,5929,1.7428571428571429,3.0375510204081633,0.4234724742891712,0.17932893648059275,0.7380520266182697,0.5447207939953351,4.19,17.556100000000004,23,23,Kansas City Royals,Missouri,1248175,165.3,27324.090000000004,28,162,28,Brad Keller,14,196,578175,4,255.0,9,0.1728395061728395,SP,0.3580246913580246,0,0,122,14884,578175,578175,0.006,578175,73.65,5424.322500000001,578175,15700000,578175,58,3.03,9.1809,1.36,1.8496000000000004,2,70,4900,7,49,13.267631869995572,13.267631869995572,13.267631869995572
SD,No,6.5,2019,2024,1,1,144,20736,0,5,4,78,6084,76,5776,2.8214285714285716,7.96045918367347,0.34208918753817963,0.11702501223053183,0.9651802076970067,0.931572833330037,4.18,17.472399999999997,26,25,San Diego Padres,California,1177850,163.7,26797.689999999995,30,162,30,Joey Lucchesi,10,100,565100,2,204.0,5,0.18518518518518517,SP,0.4320987654320987,0,0,158,24964,565100,565100,0.005,565100,71.98,5181.120400000001,565100,326000000,565100,70,2.33,5.4289000000000005,1.22,1.4884,0,56,3136,10,100,13.244757985617934,13.244757985617934,13.244757985617934
OAK,No,6.4,2019,2020,1,1,162,26244,0,5,6,84,7056,83,6889,2.811320754716981,7.903524385902457,0.3245560318432333,0.10533661780582586,0.9124311083894672,0.8325305275568315,4.57,20.884900000000002,33,32,Oakland Athletics,California,112179500,163.3,26666.890000000003,33,162,31,Homer Bailey,9,81,232752,15,223.0,28,0.2037037037037037,SP,0.5987654320987654,0,0,149,22201,232752,555000,0.003,555000,61.42,3772.4164,555000,37600000,555000,97,1.21,1.4641,1.32,1.7424000000000002,9,53,2809,13,169,12.357728788013244,13.226723392728571,13.226723392728571
PHI,No,6.6,2019,2023,1,1,172,29584,0,2,4,88,7744,75,5625,2.6875,7.22265625,0.2939375382731169,0.08639927640606007,0.7899571341090018,0.6240322737297075,4.13,17.0569,25,24,Philadelphia Phillies,Pennsylvania,2821925,163.3,26666.890000000003,32,162,28,Zach Eflin,13,169,590000,7,215.0,14,0.19753086419753085,SP,0.5,0,0,129,16641,590000,590000,0.004,590000,59.49,3539.0601,590000,403000000,590000,81,1.27,1.6129,1.35,1.8225000000000002,2,48,2304,10,100,13.287877815881902,13.287877815881902,13.287877815881902
BAL,No,6.1,2019,0,1,0,161,25921,0,1,1,95,9025,86,7396,2.793103448275862,7.801426872770511,0.3586889301175016,0.12865774858883794,1.0018552875695734,1.0037140172311128,4.79,22.9441,26,26,Baltimore Orioles,Maryland,14105000,161.7,26146.889999999996,30,161,30,Dylan Bundy,14,196,2800000,7,200.0,14,0.18633540372670807,SP,0.3354037267080745,0,0,162,26244,2800000,2800000,0.038,2800000,47.2,2227.84,2800000,800000,2800000,54,2.11,4.4521,1.36,1.8496000000000004,3,58,3364,6,36,14.845129975145433,14.845129975145433,14.845129975145433
SEA,No,6.0,2019,0,3,1,195,38025,1500000,1,3,109,11881,98,9604,2.32,5.3824,0.30921459492888065,0.09561366571703174,0.7173778602350032,0.5146309943553518,5.46,29.8116,28,27,Seattle Mariners,Washington,14000000,161.7,26146.889999999996,32,162,32,Yusei Kikuchi,11,121,14000000,0,194.0,4,0.19753086419753085,SP,0.419753086419753,0,0,116,13456,9500000,8000000,0.066,9500000,6.57,43.1649,14333333,4450000,43000000,68,0.12,0.0144,1.51,2.2801,0,50,2500,6,36,16.06680235657077,15.89495209964411,16.06680235657077
NYY,Si,6.5,2019,2021,2,0,160,25600,0,2,5,88,7744,88,7744,2.857142857142857,8.16326530612245,0.30378177309361437,0.0922833656639002,0.8679479231246124,0.7533335972563282,4.91,24.1081,36,36,New York Yankees,New York,73489000,161.3,26017.690000000002,32,162,29,J.A. Happ,8,64,17000000,40,205.0,55,0.19753086419753085,SP,0.6358024691358025,0,0,140,19600,17000000,17000000,0.076,17000000,23.16,536.3856,17000000,124555000,34000000,103,1.37,1.8769000000000002,1.29,1.6641000000000001,27,49,2401,12,144,16.64872390202049,16.64872390202049,16.64872390202049
NYM,No,6.2,2019,2022,1,1,163,26569,0,2,6,83,6889,75,5625,2.9423076923076925,8.657174556213018,0.32439176543980036,0.10523001748515046,0.9544603867747972,0.9109946299222954,4.21,17.7241,28,27,New York Mets,New York,5449549,160.3,25696.090000000004,36,161,30,Steven Matz,10,100,2625000,5,201.0,9,0.2236024844720497,SP,0.5279503105590062,0,0,153,23409,2625000,2625000,0.018,2625000,55.16,3042.6256,2625000,79000000,2625000,85,1.83,3.3489000000000004,1.34,1.7956000000000003,2,52,2704,11,121,14.780591454007862,14.780591454007862,14.780591454007862
MIN,No,6.6,2019,2020,1,0,175,30625,0,1,4,99,9801,86,7396,2.857142857142857,8.16326530612245,0.35,0.12249999999999998,1.0,1.0,4.84,23.4256,31,31,Minnesota Twins,Minnesota,18802445,160.0,25600.0,34,162,29,Kyle Gibson,7,49,8125000,6,215.0,16,0.20987654320987653,SP,0.6234567901234568,0,0,160,25600,8125000,8125000,0.065,8125000,28.95,838.1025,8125000,46800000,8125000,101,0.34,0.11560000000000002,1.44,2.0736,3,56,3136,13,169,15.910456286180075,15.910456286180075,15.910456286180075
MIL,No,6.0,2019,0,1,1,155,24025,0,1,5,73,5329,63,3969,2.0,4.0,0.3193487789605511,0.10198364262359491,0.6386975579211022,0.40793457049437964,3.55,12.6025,26,25,Milwaukee Brewers,Wisconsin,4892820,159.7,25504.089999999997,35,161,31,Zach Davies,7,49,2600000,1,180.0,6,0.21739130434782608,SP,0.5527950310559007,0,0,102,10404,2600000,2600000,0.019,2600000,71.86,5163.8596,2600000,31900000,2600000,89,2.86,8.179599999999999,1.29,1.6641000000000001,0,51,2601,10,100,14.77102200299171,14.77102200299171,14.77102200299171
MIN,No,6.2,2019,0,1,1,139,19321,0,1,4,65,4225,62,3844,3.358490566037736,11.279458882164473,0.3333333333333333,0.1111111111111111,1.119496855345912,1.2532732091293857,3.51,12.320099999999998,29,28,Minnesota Twins,Minnesota,23052739,159.0,25281.0,30,162,30,Jake Odorizzi,7,49,9500000,6,190.0,16,0.18518518518518517,SP,0.6234567901234568,0,0,178,31684,9500000,9500000,0.076,9500000,80.7,6512.490000000001,9500000,46800000,9500000,101,3.77,14.2129,1.21,1.4641,3,53,2809,15,225,16.06680235657077,16.06680235657077,16.06680235657077
BAL,No,6.3,2019,0,1,1,138,19044,0,1,1,68,4624,62,3844,3.1842105263157894,10.139196675900276,0.24516129032258063,0.06010405827263267,0.7806451612903226,0.6094068678459937,3.6,12.96,26,25,Baltimore Orioles,Maryland,576010,155.0,24025.0,31,161,27,John Means,11,121,555500,7,235.0,14,0.19254658385093168,RP,0.3354037267080745,0,0,121,14641,555500,555500,0.008,555500,0.0,0.0,555500,800000,555500,54,4.36,19.009600000000002,1.13,1.2768999999999997,3,38,1444,12,144,13.22762388806182,13.22762388806182,13.22762388806182
TOR,No,6.0,2019,2025,1,0,156,24336,0,1,5,87,7569,83,6889,2.442622950819672,5.966406879871002,0.3953337653920933,0.15628878605909066,0.9656513285806869,0.9324824883896458,4.84,23.4256,25,25,Toronto Blue Jays,Toronto,880000,154.3,23808.490000000005,32,161,29,Trent Thornton,9,81,555000,2,195.0,7,0.19875776397515527,SP,0.4099378881987577,0,0,149,22201,555000,555000,0.005,555000,46.51,2163.1801,555000,15500000,555000,66,1.21,1.4641,1.41,1.9880999999999998,2,61,3721,6,36,13.226723392728571,13.226723392728571,13.226723392728571
LAD,No,6.1,2019,2024,8,4,114,12996,125000,5,3,70,4900,69,4761,3.3137254901960786,10.980776624375242,0.3318152244632401,0.1101013431855904,1.099544567338972,1.2089982555646475,4.04,16.3216,31,27,Los Angeles Dodgers,California,32900000,153.7,23623.689999999995,41,161,26,Kenta Maeda,8,64,8400000,25,184.0,33,0.2546583850931677,RP,0.6521739130434783,3,9,169,28561,8525000,3000000,0.041,8525000,0.0,0.0,3125000,85000000,25000000,105,1.39,1.9320999999999997,1.07,1.1449,6,51,2601,10,100,15.958513581133854,14.914122846632385,15.958513581133854
MIA,No,6.2,2019,0,1,0,128,16384,0,2,2,82,6724,77,5929,2.8,7.839999999999999,0.3913894324853229,0.1531856878611831,1.095890410958904,1.2009757928316755,4.52,20.430399999999995,27,27,Miami Marlins,Florida,1921880,153.3,23500.890000000003,30,162,28,Caleb Smith,11,121,556500,2,205.0,2,0.18518518518518517,SP,0.3518518518518518,0,0,168,28224,556500,556500,0.007,556500,58.96,3476.2816000000003,556500,4500000,556500,57,1.59,2.5281000000000002,1.23,1.5129,2,60,3600,10,100,13.229422449697736,13.229422449697736,13.229422449697736
NYY,No,6.4,2019,2021,1,0,138,19044,0,2,5,71,5041,64,4096,3.381818181818182,11.436694214876033,0.3649635036496351,0.1331983589962172,1.234240212342402,1.523348901763018,3.82,14.5924,30,30,New York Yankees,New York,17881516,150.7,22710.489999999998,29,162,29,James Paxton,6,36,8575000,40,235.0,55,0.17901234567901234,SP,0.6358024691358025,0,0,186,34596,8575000,8575000,0.038,8575000,63.27,4003.0929000000006,8575000,124555000,8575000,103,2.42,5.8564,1.28,1.6384,27,55,3025,15,225,15.964361551016278,15.964361551016278,15.964361551016278
BOS,No,6.6,2019,2021,2,1,144,20736,1500000,1,1,84,7056,78,6084,1.8620689655172413,3.4673008323424495,0.38666666666666666,0.1495111111111111,0.72,0.5184,4.68,21.902399999999997,32,31,Boston Red Sox,Massachusetts,48954400,150.0,22500.0,42,161,22,Andrew Cashner,8,64,4577000,14,235.0,24,0.2608695652173913,RP,0.515527950310559,1,1,108,11664,1577000,8000000,0.007,12500000,0.0,0.0,8000000,68000000,16000000,83,2.51,6.300099999999999,1.35,1.8225000000000002,9,58,3364,11,121,14.271034865945175,15.89495209964411,16.34123920227253
COL,No,6.4,2019,0,1,0,147,21609,0,1,1,70,4900,64,4096,2.6785714285714284,7.174744897959183,0.37333333333333335,0.1393777777777778,1.0,1.0,3.84,14.7456,27,27,Colorado Rockies,Colorado,9456914,150.0,22500.0,27,161,25,Jon Gray,8,64,2925000,1,225.0,5,0.16770186335403728,SP,0.4347826086956521,0,0,150,22500,2925000,2925000,0.019,2925000,82.55,6814.5025,2925000,24000000,2925000,70,3.61,13.0321,1.35,1.8225000000000002,0,56,3136,11,121,14.888805038648094,14.888805038648094,14.888805038648094
PHI,No,6.0,2019,2021,2,2,141,19881,0,2,4,84,7056,75,5625,1.9682539682539681,3.8740236835474926,0.4208416833667335,0.177107722458946,0.8283233132932533,0.686119511345113,4.51,20.3401,36,34,Philadelphia Phillies,Pennsylvania,66179500,149.7,22410.089999999997,30,162,29,Jason Vargas,9,81,2000000,7,215.0,14,0.18518518518518517,SP,0.5,0,0,124,15376,8000000,8000000,0.05,8000000,40.36,1628.9296,8000000,403000000,16000000,81,1.39,1.9320999999999997,1.36,1.8496000000000004,2,63,3969,7,49,15.89495209964411,15.89495209964411,15.89495209964411
SD,No,6.3,2019,0,1,1,158,24964,0,5,4,82,6724,74,5476,2.7058823529411766,7.321799307958479,0.3406813627254509,0.11606379090847026,0.9218436873747495,0.849795783952675,4.45,19.802500000000002,24,23,San Diego Padres,California,3031300,149.7,22410.089999999997,30,162,29,Eric Lauer,10,100,562500,2,205.0,5,0.18518518518518517,SP,0.4320987654320987,0,0,138,19044,562500,562500,0.005,562500,52.04,2708.1616,562500,326000000,562500,70,1.36,1.8496000000000004,1.4,1.9599999999999997,0,51,2601,8,64,13.240146413060712,13.240146413060712,13.240146413060712
DET,No,6.3,2019,2025,1,0,154,23716,0,1,4,86,7396,76,5776,2.4745762711864407,6.123527721918989,0.3978422117329737,0.15827842543658427,0.9844908968307484,0.9692223259426114,4.61,21.252100000000002,26,26,Detroit Tigers,Michigan,1514700,148.3,21992.890000000003,30,161,29,Spencer Turnbull,17,289,556100,11,215.0,16,0.18633540372670807,SP,0.2919254658385093,0,0,146,21316,556100,556100,0.005,556100,49.68,2468.1023999999998,556100,15500000,556100,47,2.51,6.300099999999999,1.44,2.0736,4,59,3481,3,9,13.228703413175655,13.228703413175655,13.228703413175655
BOS,No,6.6,2019,2025,5,1,123,15129,0,1,1,80,6400,72,5184,5.891891891891892,34.71439006574142,0.25118805159538354,0.06309543726428507,1.4799728445349625,2.190319620560908,4.4,19.360000000000003,30,29,Boston Red Sox,Massachusetts,61787868,147.3,21697.290000000005,25,161,25,Chris Sale,11,121,15000000,14,183.0,24,0.15527950310559005,SP,0.515527950310559,0,0,218,47524,15000000,15000000,0.065,15000000,22.91,524.8681,29000000,68000000,145000000,83,2.13,4.536899999999999,1.09,1.1881000000000002,9,37,1369,6,36,16.523560759066484,16.523560759066484,16.523560759066484
MIN,No,6.7,2019,2020,2,2,141,19881,0,1,4,68,4624,65,4225,5.0,25.0,0.1917808219178082,0.036779883655470066,0.958904109589041,0.9194970913867516,4.01,16.080099999999998,30,28,Minnesota Twins,Minnesota,23127489,146.0,21316.0,26,162,26,Michael Pineda,5,25,5419340,6,280.0,16,0.16049382716049382,SP,0.6234567901234568,0,0,140,19600,8000000,8000000,0.064,8000000,72.52,5259.1503999999995,5000000,46800000,10000000,101,2.6,6.760000000000001,1.16,1.3456,3,28,784,11,121,15.89495209964411,15.89495209964411,15.89495209964411
PIT,No,6.3,2019,0,1,1,162,26244,0,2,2,93,8649,87,7569,2.5681818181818183,6.59555785123967,0.301990391214825,0.09119819638608306,0.7755662319835278,0.6015029801931273,5.38,28.944399999999998,27,26,Pittsburgh Pirates,Pennsylvania,3033771,145.7,21228.489999999998,26,162,26,Trevor Williams,9,81,584000,9,230.0,17,0.16049382716049382,SP,0.4259259259259259,0,0,113,12769,584000,584000,0.008,584000,34.94,1220.8035999999997,584000,4800000,584000,69,0.38,0.1444,1.41,1.9880999999999998,5,44,1936,7,49,13.277656261810364,13.277656261810364,13.277656261810364
DET,No,6.2,2019,0,1,1,154,23716,0,1,4,75,5625,72,5184,3.289473684210526,10.820637119113572,0.26334026334026334,0.06934809429611924,0.8662508662508662,0.7503905632803761,4.49,20.160100000000003,26,25,Detroit Tigers,Michigan,4974990,144.3,20822.49,33,161,29,Daniel Norris,13,169,1275000,11,185.0,16,0.20496894409937888,SP,0.2919254658385093,0,0,125,15625,1275000,1275000,0.011,1275000,50.09,2509.0081000000005,1275000,15500000,1275000,47,3.09,9.5481,1.33,1.7689000000000001,4,38,1444,3,9,14.058456736574664,14.058456736574664,14.058456736574664
OAK,No,6.5,2019,0,1,1,125,15625,0,5,6,66,4356,61,3721,3.0,9.0,0.3263888888888889,0.10652970679012345,0.9791666666666666,0.958767361111111,3.81,14.5161,30,29,Oakland Athletics,California,1614850,144.0,20736.0,28,162,25,Chris Bassitt,5,25,565000,15,217.0,28,0.1728395061728395,SP,0.5987654320987654,0,0,141,19881,558992,565000,0.006,565000,69.51,4831.6401000000005,565000,37600000,565000,97,2.14,4.5796,1.19,1.4161,9,47,2209,10,100,13.233890440764704,13.244581010128577,13.244581010128577
NYY,No,6.2,2019,0,1,0,125,15625,0,2,5,69,4761,64,4096,3.923076923076923,15.390532544378697,0.2727272727272727,0.07438016528925619,1.06993006993007,1.1447503545405644,4.03,16.240900000000003,26,26,New York Yankees,New York,1067551,143.0,20449.0,27,162,24,Domingo German,4,16,577500,40,181.0,55,0.16666666666666666,SP,0.6358024691358025,0,0,153,23409,577500,577500,0.003,577500,76.94,5919.763599999999,577500,124555000,577500,103,2.06,4.2436,1.15,1.3224999999999998,27,39,1521,18,324,13.266463721378086,13.266463721378086,13.266463721378086
CHC,No,6.4,2019,0,6,6,141,19881,0,2,5,64,4096,60,3600,2.5535714285714284,6.520727040816325,0.3952011291460833,0.1561839324783392,1.0091743119266057,1.018432791852538,3.81,14.5161,35,29,Chicago Cubs,Illinois,196776999,141.7,20078.889999999996,27,162,27,Cole Hamels,7,49,20000000,17,205.0,20,0.16666666666666666,SP,0.5185185185185185,0,0,143,20449,20000000,20000000,0.09,20000000,36.19,1309.7160999999999,24000000,49325000,144000000,84,2.68,7.182400000000001,1.39,1.9320999999999997,3,56,3136,7,49,16.811242831518264,16.811242831518264,16.811242831518264
TB,No,6.5,2019,2024,1,0,121,14641,0,2,2,69,4761,65,4225,5.85,34.2225,0.14114326040931546,0.01992141995897184,0.8256880733944955,0.6817607945459138,4.13,17.0569,27,27,Tampa Bay Rays,Florida,1024284,141.7,20078.889999999996,28,161,14,Ryan Yarbrough,6,36,442234,1,205.0,5,0.17391304347826086,SP,0.5962732919254659,0,0,117,13689,442234,563400,0.007,563400,77.14,5950.5796,563400,33500000,563400,96,1.39,1.9320999999999997,1.0,1.0,0,20,400,11,121,12.999594432735574,13.24174513442441,13.24174513442441
